review_id,transaction_id,user_id,product_id,rating,review_text,review_date,helpful_votes,cleaned_text,sentiment,sentiment_binary
R009674,T014034,U03241,P00799,2,"Not satisfied, quality could be better.",2025-03-03 11:43:06.521103,16,satisfied quality could better,0,0
R009675,T049187,U01016,P00796,5,Very satisfied with this purchase.,2025-11-12 03:58:03.521103,77,satisfied purchase,2,1
R009676,T017599,U04273,P00652,5,"Outstanding product, worth every penny.",2025-07-15 13:27:34.521103,44,outstanding product worth every penny,2,1
R009677,T037599,U02118,P00768,3,"Product is okay, meets basic expectations.",2025-02-16 20:05:14.521103,61,product okay meet basic expectation,1,0
R009678,T008348,U03587,P00738,4,Excellent product! Highly recommended.,2025-08-20 17:35:30.521103,85,excellent product highly recommended,2,1
R009679,T035681,U04840,P00810,4,Best purchase I've made this year!,2025-01-27 04:12:23.521103,86,best purchase ive made year,2,1
R009680,T040768,U03983,P00391,4,"Great quality, exactly what I needed.",2025-08-10 00:23:00.521103,37,great quality exactly needed,2,1
R009681,T028723,U00374,P00567,5,"Outstanding product, worth every penny.",2025-08-25 03:35:38.521103,81,outstanding product worth every penny,2,1
R009682,T031469,U03410,P00503,5,Best purchase I've made this year!,2025-11-16 01:19:08.521103,58,best purchase ive made year,2,1
R009683,T004638,U01334,P00040,4,Best purchase I've made this year!,2025-01-01 06:57:44.521103,83,best purchase ive made year,2,1
R009684,T036759,U03696,P00321,5,Very satisfied with this purchase.,2025-02-28 14:26:07.521103,47,satisfied purchase,2,1
R009685,T016284,U02791,P00485,3,"Average quality, nothing special.",2025-10-14 11:00:21.521103,61,average quality nothing special,1,0
R009686,T036862,U00289,P00235,4,Best purchase I've made this year!,2025-09-10 15:01:09.521103,0,best purchase ive made year,2,1
R009687,T006370,U00131,P00988,1,"Not satisfied, quality could be better.",2025-02-20 08:12:30.521103,95,satisfied quality could better,0,0
R009688,T032111,U01577,P00422,4,Best purchase I've made this year!,2025-02-21 08:24:33.521103,45,best purchase ive made year,2,1
R009689,T010875,U04852,P00531,4,Best purchase I've made this year!,2025-02-23 18:13:12.521103,44,best purchase ive made year,2,1
R009690,T018356,U01490,P00304,4,"Outstanding product, worth every penny.",2025-11-08 22:05:39.521103,31,outstanding product worth every penny,2,1
R009691,T041577,U01886,P00728,1,Disappointed with this purchase.,2024-12-26 17:28:41.521103,68,disappointed purchase,0,0
R009692,T029906,U03986,P00715,4,Very satisfied with this purchase.,2025-06-05 05:58:09.521103,18,satisfied purchase,2,1
R009693,T017730,U02116,P00674,5,Best purchase I've made this year!,2025-09-12 22:02:29.521103,34,best purchase ive made year,2,1
R009694,T038949,U02534,P00002,4,"Great quality, exactly what I needed.",2025-02-22 16:13:21.521103,22,great quality exactly needed,2,1
R009695,T018169,U04043,P00414,4,"Outstanding product, worth every penny.",2025-11-02 14:45:04.521103,93,outstanding product worth every penny,2,1
R009696,T013718,U04799,P00269,5,"Great quality, exactly what I needed.",2025-01-25 14:28:37.521103,63,great quality exactly needed,2,1
R009697,T035529,U03110,P00930,4,Excellent product! Highly recommended.,2025-04-22 18:40:29.521103,2,excellent product highly recommended,2,1
R009698,T013733,U00270,P00179,4,Excellent product! Highly recommended.,2025-05-19 22:19:42.521103,65,excellent product highly recommended,2,1
R009699,T029727,U01850,P00071,3,"Product is okay, meets basic expectations.",2025-01-06 10:14:12.521103,82,product okay meet basic expectation,1,0
R009700,T011340,U02760,P00685,4,"Great quality, exactly what I needed.",2025-09-21 07:50:48.521103,49,great quality exactly needed,2,1
R009701,T043142,U04309,P00698,5,Best purchase I've made this year!,2025-09-05 18:24:02.521103,0,best purchase ive made year,2,1
R009702,T011842,U03749,P00158,5,Very satisfied with this purchase.,2025-01-01 00:55:19.521103,37,satisfied purchase,2,1
R009703,T015606,U02324,P00899,5,"Great quality, exactly what I needed.",2025-04-24 17:52:59.521103,80,great quality exactly needed,2,1
R009704,T001636,U04588,P00420,1,Disappointed with this purchase.,2025-10-06 22:30:09.521103,67,disappointed purchase,0,0
R009705,T024764,U02058,P00626,3,"It's fine, does what it's supposed to do.",2025-02-04 15:03:16.521103,31,fine supposed,1,0
R009706,T040932,U01431,P00393,3,"Average quality, nothing special.",2025-10-11 16:18:36.521103,37,average quality nothing special,1,0
R009707,T035240,U02841,P00700,4,Best purchase I've made this year!,2024-12-29 20:33:47.521103,11,best purchase ive made year,2,1
R009708,T035873,U04096,P00920,4,"Great quality, exactly what I needed.",2025-06-24 04:47:52.521103,29,great quality exactly needed,2,1
R009709,T002856,U04920,P00071,3,"It's fine, does what it's supposed to do.",2025-11-07 16:06:34.521103,98,fine supposed,1,0
R009710,T034802,U01122,P00479,5,Excellent product! Highly recommended.,2025-08-29 04:02:59.521103,29,excellent product highly recommended,2,1
R009711,T042172,U00056,P00249,4,"Great quality, exactly what I needed.",2025-10-02 02:17:05.521103,33,great quality exactly needed,2,1
R009712,T049177,U01016,P00349,3,"Average quality, nothing special.",2024-12-31 05:36:23.521103,11,average quality nothing special,1,0
R009713,T020809,U03390,P00213,5,Best purchase I've made this year!,2025-06-09 04:42:02.521103,91,best purchase ive made year,2,1
R009714,T007800,U01758,P00222,3,"It's fine, does what it's supposed to do.",2025-05-04 07:27:29.521103,64,fine supposed,1,0
R009715,T032910,U04787,P00420,5,Excellent product! Highly recommended.,2024-11-28 02:20:24.521103,43,excellent product highly recommended,2,1
R009716,T010446,U04969,P00081,5,Excellent product! Highly recommended.,2025-04-24 13:01:22.521103,44,excellent product highly recommended,2,1
R009717,T047177,U02374,P00256,3,"Product is okay, meets basic expectations.",2025-01-23 07:29:02.521103,43,product okay meet basic expectation,1,0
R009718,T009173,U02381,P00366,3,"It's fine, does what it's supposed to do.",2025-09-17 09:43:51.521103,50,fine supposed,1,0
R009719,T017112,U02388,P00558,5,"Outstanding product, worth every penny.",2024-11-28 00:25:38.521103,90,outstanding product worth every penny,2,1
R009720,T000460,U04863,P00505,5,"Great quality, exactly what I needed.",2025-03-25 02:48:34.521103,67,great quality exactly needed,2,1
R009721,T046667,U02942,P00511,4,Best purchase I've made this year!,2025-03-02 09:44:55.521103,55,best purchase ive made year,2,1
R009722,T017133,U03635,P00537,4,Very satisfied with this purchase.,2025-07-14 18:07:45.521103,6,satisfied purchase,2,1
R009723,T019234,U00805,P00359,4,Very satisfied with this purchase.,2024-12-20 12:26:15.521103,6,satisfied purchase,2,1
R009724,T004017,U03568,P00768,2,Did not meet my expectations.,2025-08-18 09:11:04.521103,25,meet expectation,0,0
R009725,T012945,U04951,P00401,4,Very satisfied with this purchase.,2025-05-30 06:47:07.521103,71,satisfied purchase,2,1
R009726,T026682,U03177,P00622,5,Best purchase I've made this year!,2025-10-29 07:20:35.521103,0,best purchase ive made year,2,1
R009727,T039245,U02412,P00202,3,"It's fine, does what it's supposed to do.",2025-04-02 20:09:33.521103,29,fine supposed,1,0
R009728,T047681,U00693,P00553,4,"Outstanding product, worth every penny.",2025-03-22 17:24:14.521103,33,outstanding product worth every penny,2,1
R009729,T006646,U01480,P00507,4,Best purchase I've made this year!,2024-12-02 08:06:33.521103,91,best purchase ive made year,2,1
R009730,T011727,U01510,P00989,5,Very satisfied with this purchase.,2025-10-17 21:44:19.521103,24,satisfied purchase,2,1
R009731,T002076,U01571,P00149,5,Excellent product! Highly recommended.,2025-07-17 20:42:40.521103,30,excellent product highly recommended,2,1
R009732,T032623,U02269,P00779,4,Best purchase I've made this year!,2024-12-27 22:56:28.521103,47,best purchase ive made year,2,1
R009733,T013146,U00637,P00145,4,Very satisfied with this purchase.,2025-09-26 04:47:45.521103,56,satisfied purchase,2,1
R009734,T000850,U03248,P00112,4,Very satisfied with this purchase.,2024-11-25 09:40:22.521103,50,satisfied purchase,2,1
R009735,T023706,U03040,P00036,1,Disappointed with this purchase.,2025-01-10 00:50:13.521103,67,disappointed purchase,0,0
R009736,T007419,U04535,P00769,5,Best purchase I've made this year!,2024-11-29 19:47:02.521103,26,best purchase ive made year,2,1
R009737,T007056,U03698,P00424,4,Best purchase I've made this year!,2025-02-08 15:35:20.521103,45,best purchase ive made year,2,1
R009738,T003578,U03830,P00382,5,Excellent product! Highly recommended.,2025-06-23 14:34:32.521103,96,excellent product highly recommended,2,1
R009739,T047848,U02274,P00321,4,Excellent product! Highly recommended.,2025-07-30 21:39:15.521103,5,excellent product highly recommended,2,1
R009740,T009538,U01923,P00750,5,"Outstanding product, worth every penny.",2025-03-02 08:16:21.521103,99,outstanding product worth every penny,2,1
R009741,T026276,U01848,P00455,4,Best purchase I've made this year!,2025-11-09 05:58:53.521103,93,best purchase ive made year,2,1
R009742,T025908,U00233,P00076,5,Best purchase I've made this year!,2025-04-22 16:47:45.521103,10,best purchase ive made year,2,1
R009743,T032585,U00741,P00542,5,Very satisfied with this purchase.,2025-08-02 19:28:38.521103,89,satisfied purchase,2,1
R009744,T006602,U00491,P00710,4,Very satisfied with this purchase.,2025-09-02 17:06:41.521103,47,satisfied purchase,2,1
R009745,T045192,U04471,P00971,5,Very satisfied with this purchase.,2025-09-20 13:27:55.521103,95,satisfied purchase,2,1
R009746,T020346,U03920,P00706,4,Best purchase I've made this year!,2025-07-05 23:15:35.521103,93,best purchase ive made year,2,1
R009747,T031331,U02941,P00136,4,Very satisfied with this purchase.,2025-03-23 12:11:55.521103,73,satisfied purchase,2,1
R009748,T039514,U00811,P00057,2,"Not satisfied, quality could be better.",2025-10-08 17:31:03.521103,20,satisfied quality could better,0,0
R009749,T044638,U04807,P00721,5,Very satisfied with this purchase.,2025-03-27 16:29:18.521103,32,satisfied purchase,2,1
R009750,T009019,U03829,P00164,5,"Outstanding product, worth every penny.",2025-06-26 02:47:15.521103,5,outstanding product worth every penny,2,1
R009751,T049881,U04326,P00065,1,"Not satisfied, quality could be better.",2025-06-15 00:19:58.521103,39,satisfied quality could better,0,0
R009752,T024288,U03324,P00689,4,"Outstanding product, worth every penny.",2024-11-28 16:46:11.521103,88,outstanding product worth every penny,2,1
R009753,T019243,U01124,P00364,4,"Great quality, exactly what I needed.",2025-01-02 04:22:09.521103,49,great quality exactly needed,2,1
R009754,T038940,U00286,P00813,5,"Outstanding product, worth every penny.",2025-02-21 07:22:56.521103,14,outstanding product worth every penny,2,1
R009755,T013156,U03353,P00063,4,Excellent product! Highly recommended.,2025-07-20 00:58:32.521103,16,excellent product highly recommended,2,1
R009756,T008895,U03836,P00444,5,"Outstanding product, worth every penny.",2025-10-29 05:13:29.521103,20,outstanding product worth every penny,2,1
R009757,T005986,U04393,P00352,5,"Great quality, exactly what I needed.",2025-10-18 03:08:49.521103,73,great quality exactly needed,2,1
R009758,T028730,U04770,P00307,5,Excellent product! Highly recommended.,2025-08-01 12:04:11.521103,82,excellent product highly recommended,2,1
R009759,T031934,U02536,P00215,5,Best purchase I've made this year!,2025-08-08 08:03:35.521103,82,best purchase ive made year,2,1
R009760,T038021,U03179,P00036,5,Excellent product! Highly recommended.,2025-03-15 16:33:43.521103,12,excellent product highly recommended,2,1
R009761,T041948,U00575,P00104,4,Best purchase I've made this year!,2025-09-05 17:24:46.521103,0,best purchase ive made year,2,1
R009762,T007934,U02391,P00591,2,Did not meet my expectations.,2025-02-27 10:46:30.521103,94,meet expectation,0,0
R009763,T034269,U00384,P00123,3,"It's fine, does what it's supposed to do.",2025-08-25 10:19:03.521103,16,fine supposed,1,0
R009764,T005926,U00775,P00579,1,Did not meet my expectations.,2025-08-29 19:59:24.521103,81,meet expectation,0,0
R009765,T032522,U03350,P00582,3,"Average quality, nothing special.",2025-08-14 16:17:02.521103,39,average quality nothing special,1,0
R009766,T043543,U04779,P00044,4,"Great quality, exactly what I needed.",2024-12-17 22:52:16.521103,68,great quality exactly needed,2,1
R009767,T034165,U02254,P00131,4,Very satisfied with this purchase.,2025-02-27 19:13:58.521103,41,satisfied purchase,2,1
R009768,T042672,U00322,P00776,4,"Outstanding product, worth every penny.",2025-07-13 21:06:01.521103,52,outstanding product worth every penny,2,1
R009769,T008848,U02510,P00837,5,Best purchase I've made this year!,2025-09-11 12:36:30.521103,69,best purchase ive made year,2,1
R009770,T037817,U03572,P00393,5,"Outstanding product, worth every penny.",2025-11-12 06:58:06.521103,21,outstanding product worth every penny,2,1
R009771,T013282,U04515,P00813,5,Excellent product! Highly recommended.,2025-10-20 00:16:06.521103,3,excellent product highly recommended,2,1
R009772,T024519,U02109,P00411,3,"Product is okay, meets basic expectations.",2025-07-01 05:00:29.521103,44,product okay meet basic expectation,1,0
R009773,T048196,U01594,P00459,5,Very satisfied with this purchase.,2025-08-04 05:40:57.521103,57,satisfied purchase,2,1
R009774,T040944,U03782,P00906,1,Did not meet my expectations.,2025-03-08 13:52:40.521103,19,meet expectation,0,0
R009775,T002526,U04862,P00524,4,"Outstanding product, worth every penny.",2025-04-24 06:41:38.521103,61,outstanding product worth every penny,2,1
R009776,T049097,U03063,P00292,4,Very satisfied with this purchase.,2025-11-12 12:55:07.521103,3,satisfied purchase,2,1
R009777,T028140,U03634,P00986,5,Best purchase I've made this year!,2025-07-16 21:49:56.521103,54,best purchase ive made year,2,1
R009778,T033338,U03979,P00115,5,"Great quality, exactly what I needed.",2024-12-25 19:42:38.521103,66,great quality exactly needed,2,1
R009779,T019732,U02570,P00855,3,"It's fine, does what it's supposed to do.",2025-03-14 03:21:39.521103,68,fine supposed,1,0
R009780,T012203,U02551,P00033,4,Excellent product! Highly recommended.,2025-11-10 08:29:54.521103,63,excellent product highly recommended,2,1
R009781,T042896,U03534,P00403,5,Very satisfied with this purchase.,2024-12-14 02:29:26.521103,25,satisfied purchase,2,1
R009782,T028316,U03535,P00145,5,"Outstanding product, worth every penny.",2025-02-01 17:09:29.521103,90,outstanding product worth every penny,2,1
R009783,T024788,U00987,P00047,4,Best purchase I've made this year!,2025-07-06 19:20:14.521103,65,best purchase ive made year,2,1
R009784,T014833,U03622,P00962,5,"Great quality, exactly what I needed.",2025-09-18 07:38:47.521103,65,great quality exactly needed,2,1
R009785,T014514,U00404,P00064,4,"Outstanding product, worth every penny.",2025-10-13 01:06:00.521103,54,outstanding product worth every penny,2,1
R009786,T036412,U01092,P00393,5,Best purchase I've made this year!,2024-12-31 08:38:49.521103,17,best purchase ive made year,2,1
R009787,T042734,U04179,P00703,5,"Outstanding product, worth every penny.",2025-03-06 08:34:24.521103,32,outstanding product worth every penny,2,1
R009788,T007063,U03567,P00660,4,Excellent product! Highly recommended.,2024-12-09 11:58:32.521103,75,excellent product highly recommended,2,1
R009789,T046241,U01530,P00117,4,Best purchase I've made this year!,2025-04-22 16:48:27.521103,40,best purchase ive made year,2,1
R009790,T034179,U01633,P00476,2,Disappointed with this purchase.,2025-05-04 00:16:41.521103,25,disappointed purchase,0,0
R009791,T037877,U04035,P00875,4,"Outstanding product, worth every penny.",2025-06-28 15:02:03.521103,11,outstanding product worth every penny,2,1
R009792,T009527,U02154,P00114,5,Best purchase I've made this year!,2025-01-24 18:03:28.521103,19,best purchase ive made year,2,1
R009793,T011366,U00004,P00073,4,"Great quality, exactly what I needed.",2025-06-05 22:51:04.521103,22,great quality exactly needed,2,1
R009794,T026227,U01135,P00729,5,Excellent product! Highly recommended.,2025-07-25 21:55:50.521103,94,excellent product highly recommended,2,1
R009795,T040371,U00055,P00421,1,Did not meet my expectations.,2025-10-13 06:43:25.521103,45,meet expectation,0,0
R009796,T047294,U01633,P00736,4,"Great quality, exactly what I needed.",2025-09-11 20:53:05.521103,89,great quality exactly needed,2,1
R009797,T031760,U03399,P00323,4,Excellent product! Highly recommended.,2025-10-18 13:53:55.521103,8,excellent product highly recommended,2,1
R009798,T020504,U00734,P00624,5,Excellent product! Highly recommended.,2025-02-22 18:24:55.521103,16,excellent product highly recommended,2,1
R009799,T047198,U03801,P00198,2,Did not meet my expectations.,2025-07-12 23:12:56.521103,83,meet expectation,0,0
R009800,T028910,U00009,P00271,5,Very satisfied with this purchase.,2025-09-24 10:18:52.521103,40,satisfied purchase,2,1
R009801,T029488,U03944,P00664,4,"Great quality, exactly what I needed.",2025-04-14 02:00:56.521103,89,great quality exactly needed,2,1
R009802,T007090,U04940,P00282,4,Very satisfied with this purchase.,2025-04-20 10:52:27.521103,29,satisfied purchase,2,1
R009803,T001223,U01798,P00589,5,"Great quality, exactly what I needed.",2025-01-18 10:27:03.521103,29,great quality exactly needed,2,1
R009804,T008644,U03764,P00325,4,"Outstanding product, worth every penny.",2024-12-01 07:40:08.521103,70,outstanding product worth every penny,2,1
R009805,T047400,U02733,P00177,3,"Average quality, nothing special.",2025-08-28 05:40:52.521103,98,average quality nothing special,1,0
R009806,T039781,U02519,P00760,4,Best purchase I've made this year!,2025-10-16 00:14:28.521103,45,best purchase ive made year,2,1
R009807,T035309,U04890,P00830,4,"Outstanding product, worth every penny.",2024-12-01 08:55:39.521103,80,outstanding product worth every penny,2,1
R009808,T007114,U01112,P00769,5,Excellent product! Highly recommended.,2025-01-20 02:09:13.521103,20,excellent product highly recommended,2,1
R009809,T040703,U03457,P00701,3,"Product is okay, meets basic expectations.",2025-05-03 17:03:27.521103,83,product okay meet basic expectation,1,0
R009810,T032306,U04673,P00378,5,"Outstanding product, worth every penny.",2025-03-18 23:20:50.521103,66,outstanding product worth every penny,2,1
R009811,T033291,U03586,P00694,3,"Product is okay, meets basic expectations.",2025-07-16 13:22:38.521103,1,product okay meet basic expectation,1,0
R009812,T019908,U01090,P00485,5,"Outstanding product, worth every penny.",2025-03-08 01:25:18.521103,93,outstanding product worth every penny,2,1
R009813,T010779,U04668,P00298,4,"Outstanding product, worth every penny.",2025-01-22 07:53:17.521103,54,outstanding product worth every penny,2,1
R009814,T037093,U02369,P00277,4,"Great quality, exactly what I needed.",2025-05-04 08:33:21.521103,73,great quality exactly needed,2,1
R009815,T016216,U02016,P00913,4,Excellent product! Highly recommended.,2025-02-08 22:19:23.521103,59,excellent product highly recommended,2,1
R009816,T048489,U01526,P00582,5,Best purchase I've made this year!,2025-06-04 03:54:18.521103,75,best purchase ive made year,2,1
R009817,T010330,U02298,P00887,2,Disappointed with this purchase.,2025-11-17 15:00:00.521103,92,disappointed purchase,0,0
R009818,T006305,U03755,P00937,5,"Great quality, exactly what I needed.",2025-07-08 11:14:01.521103,84,great quality exactly needed,2,1
R009819,T047834,U04832,P00567,5,Best purchase I've made this year!,2025-03-21 21:16:04.521103,38,best purchase ive made year,2,1
R009820,T021815,U00329,P00542,4,"Great quality, exactly what I needed.",2025-06-09 12:53:15.521103,72,great quality exactly needed,2,1
R009821,T043943,U04066,P00737,3,"Product is okay, meets basic expectations.",2025-06-01 04:57:23.521103,85,product okay meet basic expectation,1,0
R009822,T022799,U04648,P00990,5,Best purchase I've made this year!,2025-09-13 10:56:14.521103,90,best purchase ive made year,2,1
R009823,T034976,U02102,P00910,1,Did not meet my expectations.,2025-10-17 13:38:40.521103,54,meet expectation,0,0
R009824,T023149,U00158,P00475,4,Best purchase I've made this year!,2025-01-07 12:44:24.521103,68,best purchase ive made year,2,1
R009825,T009185,U01530,P00917,4,Excellent product! Highly recommended.,2025-11-08 19:15:58.521103,50,excellent product highly recommended,2,1
R009826,T037996,U04765,P00058,5,Excellent product! Highly recommended.,2025-08-15 18:02:30.521103,35,excellent product highly recommended,2,1
R009827,T004547,U02947,P00260,5,Best purchase I've made this year!,2025-06-13 14:46:35.521103,28,best purchase ive made year,2,1
R009828,T028812,U03399,P00804,4,"Outstanding product, worth every penny.",2025-11-02 04:04:55.521103,13,outstanding product worth every penny,2,1
R009829,T009139,U01418,P00979,4,Excellent product! Highly recommended.,2025-07-11 23:56:27.521103,20,excellent product highly recommended,2,1
R009830,T001679,U00898,P00021,2,Disappointed with this purchase.,2025-01-12 10:29:35.521103,52,disappointed purchase,0,0
R009831,T008933,U00097,P00983,4,"Great quality, exactly what I needed.",2025-10-05 23:16:35.521103,86,great quality exactly needed,2,1
R009832,T033305,U02423,P00503,4,"Great quality, exactly what I needed.",2025-02-01 10:03:52.521103,52,great quality exactly needed,2,1
R009833,T043555,U03011,P00391,3,"Product is okay, meets basic expectations.",2025-08-24 16:20:48.521103,70,product okay meet basic expectation,1,0
R009834,T017720,U01632,P00581,2,"Not satisfied, quality could be better.",2025-01-08 06:35:02.521103,55,satisfied quality could better,0,0
R009835,T042245,U00858,P00101,5,Excellent product! Highly recommended.,2025-02-11 10:20:51.521103,40,excellent product highly recommended,2,1
R009836,T043359,U01815,P00550,5,"Outstanding product, worth every penny.",2024-12-20 14:09:40.521103,88,outstanding product worth every penny,2,1
R009837,T016680,U02716,P00618,2,Disappointed with this purchase.,2025-07-18 15:52:49.521103,97,disappointed purchase,0,0
R009838,T042112,U01844,P00061,4,Best purchase I've made this year!,2025-04-05 00:14:23.521103,36,best purchase ive made year,2,1
R009839,T030486,U02947,P00656,3,"It's fine, does what it's supposed to do.",2025-08-19 18:10:00.521103,98,fine supposed,1,0
R009840,T028507,U00405,P00072,5,Very satisfied with this purchase.,2025-08-19 09:10:56.521103,8,satisfied purchase,2,1
R009841,T002647,U01918,P00168,4,"Great quality, exactly what I needed.",2025-07-07 08:41:09.521103,24,great quality exactly needed,2,1
R009842,T048045,U04218,P00429,5,Very satisfied with this purchase.,2025-03-28 02:28:35.521103,80,satisfied purchase,2,1
R009843,T000032,U02420,P00918,1,"Not satisfied, quality could be better.",2024-12-31 01:43:35.521103,31,satisfied quality could better,0,0
R009844,T027858,U04711,P00988,4,Excellent product! Highly recommended.,2025-05-08 19:47:34.521103,62,excellent product highly recommended,2,1
R009845,T036902,U00960,P00527,4,Very satisfied with this purchase.,2025-01-02 11:28:16.521103,87,satisfied purchase,2,1
R009846,T030527,U04896,P00130,5,"Great quality, exactly what I needed.",2025-03-01 20:10:20.521103,45,great quality exactly needed,2,1
R009847,T025738,U02320,P00711,1,Disappointed with this purchase.,2025-06-27 04:09:14.521103,76,disappointed purchase,0,0
R009848,T023657,U02263,P00881,5,Excellent product! Highly recommended.,2025-07-18 18:31:31.521103,69,excellent product highly recommended,2,1
R009849,T010677,U02194,P00685,4,Best purchase I've made this year!,2025-09-26 05:46:09.521103,67,best purchase ive made year,2,1
R009850,T009513,U04267,P00629,3,"Product is okay, meets basic expectations.",2025-06-23 10:41:36.521103,27,product okay meet basic expectation,1,0
R009851,T021442,U03985,P00934,4,"Great quality, exactly what I needed.",2025-11-09 19:03:29.521103,3,great quality exactly needed,2,1
R009852,T017403,U02820,P00683,3,"Average quality, nothing special.",2025-03-12 04:33:25.521103,21,average quality nothing special,1,0
R009853,T019718,U01341,P00776,4,"Great quality, exactly what I needed.",2025-07-29 09:04:21.521103,23,great quality exactly needed,2,1
R009854,T027717,U04455,P00201,3,"Average quality, nothing special.",2025-11-09 23:26:32.521103,4,average quality nothing special,1,0
R009855,T005542,U03044,P00850,5,Excellent product! Highly recommended.,2025-02-14 13:02:45.521103,9,excellent product highly recommended,2,1
R009856,T014698,U04994,P00800,5,"Outstanding product, worth every penny.",2025-10-06 21:52:13.521103,64,outstanding product worth every penny,2,1
R009857,T036672,U02077,P00051,3,"Average quality, nothing special.",2025-04-03 06:42:23.521103,18,average quality nothing special,1,0
R009858,T042260,U02617,P00085,2,"Not satisfied, quality could be better.",2025-03-06 15:43:15.521103,46,satisfied quality could better,0,0
R009859,T033260,U04013,P00949,5,Excellent product! Highly recommended.,2025-11-11 23:11:21.521103,22,excellent product highly recommended,2,1
R009860,T039620,U00099,P00676,5,"Great quality, exactly what I needed.",2025-02-03 13:36:21.521103,8,great quality exactly needed,2,1
R009861,T041895,U00928,P00784,5,Very satisfied with this purchase.,2025-11-04 14:17:52.521103,45,satisfied purchase,2,1
R009862,T046313,U02187,P00276,4,Best purchase I've made this year!,2025-06-04 18:03:54.521103,80,best purchase ive made year,2,1
R009863,T049675,U00078,P00533,4,Best purchase I've made this year!,2025-02-10 19:11:57.521103,97,best purchase ive made year,2,1
R009864,T037346,U02632,P00630,2,Did not meet my expectations.,2025-06-06 06:04:50.521103,65,meet expectation,0,0
R009865,T024876,U00353,P00861,3,"Product is okay, meets basic expectations.",2025-02-14 13:51:25.521103,70,product okay meet basic expectation,1,0
R009866,T009310,U04926,P00533,4,"Great quality, exactly what I needed.",2025-11-07 12:59:03.521103,81,great quality exactly needed,2,1
R009867,T003873,U00091,P00746,4,Excellent product! Highly recommended.,2025-05-02 16:09:31.521103,13,excellent product highly recommended,2,1
R009868,T046431,U00837,P00957,5,Best purchase I've made this year!,2025-04-09 06:49:11.521103,63,best purchase ive made year,2,1
R009869,T039823,U01898,P00465,5,Very satisfied with this purchase.,2025-07-29 17:50:03.521103,70,satisfied purchase,2,1
R009870,T031908,U00200,P00911,4,Best purchase I've made this year!,2025-03-19 06:48:15.521103,19,best purchase ive made year,2,1
R009871,T030207,U04872,P00117,3,"It's fine, does what it's supposed to do.",2025-03-21 09:17:25.521103,16,fine supposed,1,0
R009872,T006399,U04451,P00006,4,Best purchase I've made this year!,2025-10-28 02:49:37.521103,82,best purchase ive made year,2,1
R009873,T043072,U01897,P00770,5,Very satisfied with this purchase.,2025-02-28 18:56:42.521103,81,satisfied purchase,2,1
R009874,T040711,U01040,P00919,5,"Outstanding product, worth every penny.",2025-10-11 22:33:38.521103,93,outstanding product worth every penny,2,1
R009875,T037934,U04771,P00463,1,Did not meet my expectations.,2025-02-09 20:08:40.521103,75,meet expectation,0,0
R009876,T027499,U02095,P00573,5,Best purchase I've made this year!,2025-09-14 18:02:44.521103,30,best purchase ive made year,2,1
R009877,T044294,U04666,P00798,5,"Great quality, exactly what I needed.",2025-07-12 10:28:46.521103,2,great quality exactly needed,2,1
R009878,T042722,U01760,P00508,4,Best purchase I've made this year!,2025-05-31 07:04:07.521103,57,best purchase ive made year,2,1
R009879,T047388,U03830,P00978,4,Very satisfied with this purchase.,2025-01-12 15:35:22.521103,60,satisfied purchase,2,1
R009880,T016829,U00290,P00561,4,Best purchase I've made this year!,2025-02-20 13:05:52.521103,95,best purchase ive made year,2,1
R009881,T007106,U01460,P00247,4,"Outstanding product, worth every penny.",2025-03-18 10:53:30.521103,57,outstanding product worth every penny,2,1
R009882,T044025,U02728,P00825,5,Excellent product! Highly recommended.,2025-08-04 06:40:34.521103,18,excellent product highly recommended,2,1
R009883,T003648,U03014,P00629,3,"Product is okay, meets basic expectations.",2025-11-04 17:02:33.521103,44,product okay meet basic expectation,1,0
R009884,T004280,U03141,P00973,5,Very satisfied with this purchase.,2025-10-02 14:18:44.521103,86,satisfied purchase,2,1
R009885,T042626,U01579,P00066,4,Best purchase I've made this year!,2025-01-01 16:21:08.521103,8,best purchase ive made year,2,1
R009886,T039282,U02578,P00226,5,Very satisfied with this purchase.,2025-07-15 20:39:47.521103,75,satisfied purchase,2,1
R009887,T002057,U04828,P00872,5,"Outstanding product, worth every penny.",2025-09-20 07:30:31.521103,3,outstanding product worth every penny,2,1
R009888,T032177,U02157,P00727,5,Very satisfied with this purchase.,2025-08-21 19:39:44.521103,29,satisfied purchase,2,1
R009889,T003244,U02128,P00445,4,Excellent product! Highly recommended.,2025-02-01 07:31:28.521103,55,excellent product highly recommended,2,1
R009890,T016749,U04303,P00835,3,"It's fine, does what it's supposed to do.",2025-08-19 20:02:04.521103,31,fine supposed,1,0
R009891,T004536,U02504,P00904,4,Best purchase I've made this year!,2025-04-24 17:28:16.521103,77,best purchase ive made year,2,1
R009892,T037958,U01711,P00722,5,Very satisfied with this purchase.,2024-12-11 22:59:36.521103,2,satisfied purchase,2,1
R009893,T000107,U02948,P00772,4,"Outstanding product, worth every penny.",2025-08-31 13:23:27.521103,68,outstanding product worth every penny,2,1
R009894,T042424,U03819,P00689,4,"Great quality, exactly what I needed.",2025-04-20 04:07:49.521103,76,great quality exactly needed,2,1
R009895,T014173,U03178,P00459,4,Very satisfied with this purchase.,2025-07-19 01:45:06.521103,65,satisfied purchase,2,1
