transaction_id,user_id,product_id,rating,timestamp,purchase_amount,quantity,month,hour,day_of_week
T037105,U02144,P00491,5,2025-05-08 21:11:15.521103,301.9,1,2025-05,21,3
T032931,U02985,P00278,5,2025-05-08 21:22:25.521103,250.22,2,2025-05,21,3
T000954,U01701,P00306,2,2025-05-08 21:56:54.521103,345.85,4,2025-05,21,3
T024206,U01751,P00290,5,2025-05-08 22:14:11.521103,26.19,4,2025-05,22,3
T015544,U04630,P00024,4,2025-05-08 22:25:45.521103,436.93,3,2025-05,22,3
T006232,U00994,P00138,3,2025-05-08 22:42:45.521103,69.42,3,2025-05,22,3
T045109,U03387,P00811,2,2025-05-08 22:44:11.521103,202.79,4,2025-05,22,3
T025016,U00585,P00027,5,2025-05-08 23:09:30.521103,405.47,1,2025-05,23,3
T022954,U04671,P00737,3,2025-05-08 23:18:56.521103,382.41,2,2025-05,23,3
T028473,U02377,P00687,4,2025-05-08 23:20:13.521103,307.51,4,2025-05,23,3
T013294,U02204,P00885,3,2025-05-08 23:25:06.521103,334.9,2,2025-05,23,3
T012302,U02053,P00949,5,2025-05-08 23:44:02.521103,199.49,2,2025-05,23,3
T040007,U04579,P00840,5,2025-05-08 23:47:12.521103,394.24,1,2025-05,23,3
T006132,U04547,P00309,4,2025-05-08 23:48:36.521103,477.33,3,2025-05,23,3
T020005,U02227,P00531,5,2025-05-08 23:50:51.521103,169.91,2,2025-05,23,3
T040912,U00534,P00236,4,2025-05-09 00:03:57.521103,94.28,2,2025-05,0,4
T025956,U02046,P00220,5,2025-05-09 00:06:51.521103,280.38,4,2025-05,0,4
T024871,U02005,P00866,5,2025-05-09 00:14:49.521103,116.96,3,2025-05,0,4
T012846,U00092,P00937,4,2025-05-09 00:22:11.521103,243.43,1,2025-05,0,4
T041447,U02831,P00986,5,2025-05-09 00:28:19.521103,159.33,1,2025-05,0,4
T029790,U02598,P00826,4,2025-05-09 00:34:35.521103,439.12,1,2025-05,0,4
T036774,U01349,P00419,2,2025-05-09 00:41:46.521103,369.25,4,2025-05,0,4
T016241,U02320,P00888,5,2025-05-09 01:16:00.521103,371.81,1,2025-05,1,4
T030408,U04353,P00125,5,2025-05-09 01:24:46.521103,495.26,1,2025-05,1,4
T049518,U03780,P00565,3,2025-05-09 01:36:44.521103,164.06,1,2025-05,1,4
T005547,U04023,P00240,5,2025-05-09 01:46:24.521103,70.69,1,2025-05,1,4
T009959,U03148,P00351,5,2025-05-09 01:51:27.521103,286.82,4,2025-05,1,4
T035011,U01297,P00910,5,2025-05-09 01:53:46.521103,142.66,1,2025-05,1,4
T043750,U04932,P00254,5,2025-05-09 02:08:07.521103,106.92,1,2025-05,2,4
T016082,U02157,P00067,5,2025-05-09 02:20:48.521103,416.07,2,2025-05,2,4
T024888,U02113,P00363,2,2025-05-09 02:22:15.521103,170.69,1,2025-05,2,4
T039476,U02026,P00801,1,2025-05-09 02:34:48.521103,461.38,1,2025-05,2,4
T005229,U01198,P00358,5,2025-05-09 03:03:00.521103,448.08,1,2025-05,3,4
T014315,U02535,P00842,4,2025-05-09 03:06:13.521103,464.26,4,2025-05,3,4
T032479,U01310,P00755,4,2025-05-09 03:09:08.521103,270.92,3,2025-05,3,4
T016400,U00908,P00748,5,2025-05-09 03:33:22.521103,68.43,1,2025-05,3,4
T011094,U00437,P00314,5,2025-05-09 03:37:24.521103,378.19,3,2025-05,3,4
T043883,U04331,P00891,4,2025-05-09 03:43:32.521103,479.87,1,2025-05,3,4
T047387,U02940,P00157,4,2025-05-09 03:53:32.521103,360.8,2,2025-05,3,4
T006593,U04880,P00513,5,2025-05-09 04:07:55.521103,88.73,2,2025-05,4,4
T025657,U02020,P00024,5,2025-05-09 04:15:00.521103,475.04,3,2025-05,4,4
T036579,U00209,P00187,5,2025-05-09 04:25:29.521103,467.23,2,2025-05,4,4
T030324,U01208,P00187,5,2025-05-09 04:26:08.521103,462.09,2,2025-05,4,4
T021031,U00070,P00162,4,2025-05-09 04:28:08.521103,188.0,1,2025-05,4,4
T033532,U04673,P00078,5,2025-05-09 04:34:58.521103,185.17,1,2025-05,4,4
T043545,U02191,P00352,5,2025-05-09 04:35:57.521103,52.94,3,2025-05,4,4
T048462,U00822,P00577,3,2025-05-09 04:36:16.521103,259.81,1,2025-05,4,4
T002368,U02904,P00035,3,2025-05-09 04:51:27.521103,461.94,4,2025-05,4,4
T015430,U02528,P00947,1,2025-05-09 04:55:24.521103,477.08,1,2025-05,4,4
T010237,U02379,P00724,2,2025-05-09 05:03:31.521103,492.12,2,2025-05,5,4
T013077,U03694,P00912,5,2025-05-09 05:28:34.521103,446.73,4,2025-05,5,4
T014342,U02281,P00499,5,2025-05-09 05:31:29.521103,464.21,4,2025-05,5,4
T033866,U01040,P00539,4,2025-05-09 05:34:49.521103,305.13,1,2025-05,5,4
T031404,U03980,P00744,5,2025-05-09 05:38:24.521103,429.51,1,2025-05,5,4
T048898,U03128,P00168,4,2025-05-09 05:51:39.521103,391.49,4,2025-05,5,4
T041853,U00539,P00211,3,2025-05-09 05:52:30.521103,286.22,1,2025-05,5,4
T009106,U04949,P00163,5,2025-05-09 06:23:58.521103,47.59,4,2025-05,6,4
T004518,U00957,P00389,3,2025-05-09 06:34:41.521103,239.52,4,2025-05,6,4
T030934,U04856,P00636,1,2025-05-09 07:13:50.521103,296.65,3,2025-05,7,4
T023344,U03676,P00755,4,2025-05-09 07:43:35.521103,118.97,1,2025-05,7,4
T038365,U01070,P00135,4,2025-05-09 07:53:18.521103,109.07,4,2025-05,7,4
T044510,U01824,P00204,3,2025-05-09 08:05:44.521103,123.38,4,2025-05,8,4
T043495,U04070,P00334,4,2025-05-09 08:13:49.521103,224.55,1,2025-05,8,4
T025858,U02900,P00306,4,2025-05-09 08:22:37.521103,42.47,1,2025-05,8,4
T027914,U04998,P00172,4,2025-05-09 08:22:48.521103,368.11,3,2025-05,8,4
T031007,U03143,P00162,4,2025-05-09 08:34:20.521103,308.43,1,2025-05,8,4
T043179,U02612,P00100,4,2025-05-09 08:41:35.521103,84.22,4,2025-05,8,4
T003157,U01137,P00646,5,2025-05-09 09:02:04.521103,450.89,4,2025-05,9,4
T048507,U00250,P00764,5,2025-05-09 09:19:59.521103,366.61,1,2025-05,9,4
T024463,U00945,P00731,5,2025-05-09 09:25:26.521103,429.46,4,2025-05,9,4
T018951,U00316,P00601,5,2025-05-09 09:31:03.521103,196.71,4,2025-05,9,4
T025115,U04671,P00098,5,2025-05-09 09:33:54.521103,468.2,3,2025-05,9,4
T000449,U00293,P00405,4,2025-05-09 09:36:36.521103,375.16,1,2025-05,9,4
T022732,U02604,P00610,5,2025-05-09 09:39:32.521103,215.26,4,2025-05,9,4
T048058,U01753,P00237,4,2025-05-09 09:42:57.521103,351.55,3,2025-05,9,4
T021333,U00401,P00836,4,2025-05-09 10:11:12.521103,393.27,2,2025-05,10,4
T000566,U00410,P00979,1,2025-05-09 10:30:16.521103,138.69,1,2025-05,10,4
T012172,U03548,P00692,4,2025-05-09 10:39:38.521103,69.47,1,2025-05,10,4
T002205,U02415,P00939,5,2025-05-09 11:14:55.521103,419.32,4,2025-05,11,4
T028660,U03789,P00774,5,2025-05-09 11:20:04.521103,232.65,3,2025-05,11,4
T008770,U00264,P00203,3,2025-05-09 11:25:53.521103,90.34,1,2025-05,11,4
T036136,U03846,P00186,4,2025-05-09 11:25:57.521103,366.98,4,2025-05,11,4
T011853,U03209,P00187,3,2025-05-09 11:30:50.521103,144.9,1,2025-05,11,4
T043029,U03628,P00398,4,2025-05-09 12:01:05.521103,187.47,2,2025-05,12,4
T023459,U01754,P00874,2,2025-05-09 12:02:37.521103,390.73,1,2025-05,12,4
T046026,U04694,P00363,4,2025-05-09 12:22:32.521103,292.08,4,2025-05,12,4
T009627,U02228,P00562,5,2025-05-09 12:23:43.521103,71.5,3,2025-05,12,4
T030401,U01912,P00792,2,2025-05-09 12:26:05.521103,378.73,2,2025-05,12,4
T049817,U02738,P00729,3,2025-05-09 12:37:06.521103,452.2,1,2025-05,12,4
T014039,U00860,P00111,4,2025-05-09 12:50:02.521103,269.95,4,2025-05,12,4
T039258,U02514,P00513,3,2025-05-09 12:51:26.521103,179.46,3,2025-05,12,4
T004395,U03367,P00576,5,2025-05-09 12:57:50.521103,474.62,4,2025-05,12,4
T022106,U02065,P00685,2,2025-05-09 13:09:41.521103,460.18,1,2025-05,13,4
T019018,U01778,P00270,4,2025-05-09 13:15:40.521103,188.71,2,2025-05,13,4
T009933,U03596,P00961,5,2025-05-09 13:31:47.521103,7.08,2,2025-05,13,4
T003762,U00691,P00713,3,2025-05-09 14:09:37.521103,180.99,1,2025-05,14,4
T001927,U03597,P00578,5,2025-05-09 14:29:01.521103,159.86,1,2025-05,14,4
T029259,U03549,P00745,5,2025-05-09 14:34:15.521103,134.91,1,2025-05,14,4
T026729,U01422,P00310,5,2025-05-09 14:38:09.521103,65.68,2,2025-05,14,4
T024895,U04806,P00462,4,2025-05-09 14:44:24.521103,199.22,1,2025-05,14,4
T025047,U01463,P00380,1,2025-05-09 14:46:29.521103,157.33,1,2025-05,14,4
T006782,U02237,P00385,4,2025-05-09 14:48:51.521103,290.29,3,2025-05,14,4
T026817,U00239,P00435,4,2025-05-09 14:50:13.521103,355.45,4,2025-05,14,4
T039201,U04727,P00486,4,2025-05-09 14:57:22.521103,492.51,1,2025-05,14,4
T047162,U04945,P00191,5,2025-05-09 15:06:14.521103,340.73,3,2025-05,15,4
T013649,U04166,P00156,5,2025-05-09 15:31:30.521103,410.2,1,2025-05,15,4
T016572,U00035,P00788,5,2025-05-09 15:37:55.521103,428.92,3,2025-05,15,4
T011556,U00517,P00755,5,2025-05-09 15:58:51.521103,482.23,4,2025-05,15,4
T000672,U00141,P00425,2,2025-05-09 16:13:25.521103,172.12,4,2025-05,16,4
T029581,U01524,P00444,4,2025-05-09 16:22:44.521103,365.25,3,2025-05,16,4
T018170,U04140,P00564,3,2025-05-09 16:27:05.521103,278.69,2,2025-05,16,4
T049338,U01164,P00301,1,2025-05-09 16:38:26.521103,97.51,4,2025-05,16,4
T003357,U01932,P00473,4,2025-05-09 16:40:41.521103,133.17,1,2025-05,16,4
T042078,U01546,P00161,4,2025-05-09 16:48:42.521103,297.83,3,2025-05,16,4
T010033,U02811,P00804,1,2025-05-09 16:59:58.521103,80.57,1,2025-05,16,4
T039374,U04881,P00142,4,2025-05-09 17:14:49.521103,481.04,3,2025-05,17,4
T048699,U02525,P00446,5,2025-05-09 17:23:54.521103,449.45,2,2025-05,17,4
T020388,U04072,P00374,4,2025-05-09 17:33:54.521103,117.61,3,2025-05,17,4
T010643,U04882,P00354,5,2025-05-09 17:43:20.521103,400.29,2,2025-05,17,4
T044586,U00684,P00915,4,2025-05-09 17:46:12.521103,431.34,3,2025-05,17,4
T048080,U04619,P00605,5,2025-05-09 18:03:58.521103,83.06,1,2025-05,18,4
T004020,U00064,P00467,5,2025-05-09 18:04:46.521103,95.91,2,2025-05,18,4
T006078,U03163,P00125,5,2025-05-09 18:06:50.521103,189.3,3,2025-05,18,4
T022321,U04641,P00515,5,2025-05-09 18:22:47.521103,274.84,4,2025-05,18,4
T004377,U02699,P00901,4,2025-05-09 19:00:09.521103,478.77,1,2025-05,19,4
T047320,U01823,P00252,5,2025-05-09 19:26:44.521103,412.98,4,2025-05,19,4
T040029,U01289,P00637,5,2025-05-09 19:27:05.521103,102.41,1,2025-05,19,4
T031037,U01122,P00587,5,2025-05-09 20:02:18.521103,434.6,2,2025-05,20,4
T030568,U02902,P00520,3,2025-05-09 20:22:14.521103,157.84,1,2025-05,20,4
T002589,U02915,P00226,4,2025-05-09 20:28:39.521103,288.49,4,2025-05,20,4
T013714,U03632,P00800,4,2025-05-09 20:38:55.521103,42.94,3,2025-05,20,4
T015588,U03859,P00971,4,2025-05-09 20:41:17.521103,211.51,3,2025-05,20,4
T028384,U03984,P00683,5,2025-05-09 20:52:40.521103,302.75,1,2025-05,20,4
T043947,U02343,P00404,5,2025-05-09 21:03:47.521103,492.72,3,2025-05,21,4
T040567,U02405,P00366,5,2025-05-09 21:27:51.521103,334.11,4,2025-05,21,4
T010750,U04088,P00589,4,2025-05-09 21:28:38.521103,248.5,2,2025-05,21,4
T017136,U00236,P00247,3,2025-05-09 21:33:26.521103,154.05,4,2025-05,21,4
T043981,U00030,P00439,5,2025-05-09 21:35:51.521103,150.5,2,2025-05,21,4
T035808,U00816,P00724,4,2025-05-09 21:36:46.521103,164.4,4,2025-05,21,4
T012432,U00743,P00229,5,2025-05-09 21:51:52.521103,182.38,2,2025-05,21,4
T031691,U03544,P00294,2,2025-05-09 22:19:35.521103,82.67,1,2025-05,22,4
T049605,U03620,P00539,4,2025-05-09 22:22:36.521103,156.16,3,2025-05,22,4
T022385,U02366,P00938,4,2025-05-09 22:30:21.521103,324.22,4,2025-05,22,4
T006867,U02334,P00710,2,2025-05-09 23:07:02.521103,189.47,3,2025-05,23,4
T016819,U03744,P00712,5,2025-05-09 23:15:12.521103,46.05,4,2025-05,23,4
T033803,U03401,P00925,5,2025-05-09 23:15:13.521103,227.6,2,2025-05,23,4
T037313,U03651,P00874,3,2025-05-09 23:20:17.521103,279.66,3,2025-05,23,4
T049866,U02435,P00006,5,2025-05-09 23:33:07.521103,336.52,4,2025-05,23,4
T015692,U01246,P00296,5,2025-05-09 23:42:01.521103,138.85,4,2025-05,23,4
T025004,U03493,P00594,3,2025-05-09 23:54:35.521103,194.39,4,2025-05,23,4
T009315,U02750,P00811,5,2025-05-10 00:03:12.521103,393.91,4,2025-05,0,5
T005182,U03494,P00557,5,2025-05-10 00:05:22.521103,332.14,2,2025-05,0,5
T024218,U02700,P00066,2,2025-05-10 00:09:24.521103,335.71,2,2025-05,0,5
T032321,U04884,P00609,4,2025-05-10 00:09:25.521103,221.95,1,2025-05,0,5
T038602,U04674,P00629,4,2025-05-10 00:12:35.521103,54.03,2,2025-05,0,5
T004983,U00821,P00036,4,2025-05-10 00:21:49.521103,113.69,3,2025-05,0,5
T032020,U03539,P00168,5,2025-05-10 00:33:17.521103,358.07,4,2025-05,0,5
T010384,U02840,P00785,1,2025-05-10 00:45:54.521103,144.09,4,2025-05,0,5
T001792,U00354,P00059,5,2025-05-10 00:53:51.521103,373.99,4,2025-05,0,5
T005340,U00045,P00839,3,2025-05-10 00:56:21.521103,10.92,1,2025-05,0,5
T025667,U04141,P00402,4,2025-05-10 00:57:40.521103,42.48,3,2025-05,0,5
T039649,U02494,P00931,4,2025-05-10 00:59:59.521103,74.02,2,2025-05,0,5
T004891,U00704,P00961,5,2025-05-10 01:01:47.521103,276.4,2,2025-05,1,5
T016540,U02276,P00399,4,2025-05-10 01:09:57.521103,261.59,1,2025-05,1,5
T034944,U01975,P00206,5,2025-05-10 01:16:20.521103,108.55,4,2025-05,1,5
T022870,U01363,P00311,5,2025-05-10 01:22:37.521103,343.99,2,2025-05,1,5
T047329,U04987,P00199,2,2025-05-10 01:31:19.521103,139.26,3,2025-05,1,5
T023126,U00228,P00062,5,2025-05-10 01:34:59.521103,449.76,4,2025-05,1,5
T028332,U02956,P00759,1,2025-05-10 01:39:22.521103,60.55,4,2025-05,1,5
T038434,U01760,P00434,5,2025-05-10 01:55:15.521103,403.87,2,2025-05,1,5
T031098,U03239,P00551,4,2025-05-10 02:02:36.521103,267.73,3,2025-05,2,5
T010170,U04057,P00370,5,2025-05-10 02:05:17.521103,221.28,4,2025-05,2,5
T009413,U00717,P00684,5,2025-05-10 02:05:22.521103,42.32,1,2025-05,2,5
T048529,U02768,P00986,1,2025-05-10 02:44:01.521103,80.01,3,2025-05,2,5
T014284,U03740,P00584,5,2025-05-10 02:46:15.521103,233.1,2,2025-05,2,5
T024337,U04087,P00283,3,2025-05-10 03:06:45.521103,214.48,1,2025-05,3,5
T022012,U01592,P00124,4,2025-05-10 03:27:59.521103,254.19,3,2025-05,3,5
T026997,U01834,P00934,3,2025-05-10 03:33:29.521103,442.08,3,2025-05,3,5
T045591,U00389,P00790,4,2025-05-10 03:47:59.521103,234.19,4,2025-05,3,5
T022896,U03148,P00459,4,2025-05-10 03:53:00.521103,225.05,1,2025-05,3,5
T027192,U01091,P00302,4,2025-05-10 04:15:44.521103,375.96,3,2025-05,4,5
T032223,U00794,P00791,4,2025-05-10 04:16:17.521103,464.99,2,2025-05,4,5
T005237,U02705,P00612,3,2025-05-10 04:33:08.521103,301.04,1,2025-05,4,5
T006751,U03104,P00226,4,2025-05-10 04:37:35.521103,50.87,3,2025-05,4,5
T004121,U04752,P00337,5,2025-05-10 04:49:02.521103,399.8,2,2025-05,4,5
T040631,U03307,P00183,3,2025-05-10 04:52:02.521103,50.93,1,2025-05,4,5
T002887,U04765,P00432,3,2025-05-10 04:54:14.521103,79.02,4,2025-05,4,5
T049662,U01564,P00014,2,2025-05-10 04:57:50.521103,96.16,1,2025-05,4,5
T022681,U03353,P00498,4,2025-05-10 05:01:28.521103,124.97,4,2025-05,5,5
T035365,U00994,P00864,4,2025-05-10 05:09:11.521103,417.44,3,2025-05,5,5
T014930,U02037,P00571,5,2025-05-10 05:23:22.521103,427.73,2,2025-05,5,5
T015114,U04272,P00700,4,2025-05-10 05:26:04.521103,298.58,1,2025-05,5,5
T046778,U03176,P00935,5,2025-05-10 05:59:41.521103,275.24,3,2025-05,5,5
T045045,U04280,P00783,5,2025-05-10 06:05:43.521103,175.23,3,2025-05,6,5
T028263,U01434,P00997,5,2025-05-10 06:17:33.521103,103.58,4,2025-05,6,5
T033599,U01600,P00261,4,2025-05-10 06:35:51.521103,100.88,2,2025-05,6,5
T009817,U01824,P00668,3,2025-05-10 06:41:09.521103,255.92,4,2025-05,6,5
T007688,U03640,P00478,4,2025-05-10 06:56:23.521103,30.68,3,2025-05,6,5
T026348,U01424,P00035,5,2025-05-10 06:57:47.521103,266.99,3,2025-05,6,5
T026846,U02261,P00611,4,2025-05-10 07:07:27.521103,409.53,4,2025-05,7,5
T022115,U01400,P00369,2,2025-05-10 07:31:29.521103,134.71,4,2025-05,7,5
T040877,U00257,P00244,5,2025-05-10 07:38:09.521103,231.97,1,2025-05,7,5
T012246,U03294,P00370,4,2025-05-10 07:50:49.521103,242.79,4,2025-05,7,5
T045214,U03320,P00836,4,2025-05-10 07:54:25.521103,163.73,4,2025-05,7,5
T036659,U04570,P00272,2,2025-05-10 08:01:15.521103,248.69,2,2025-05,8,5
T008927,U04914,P00050,5,2025-05-10 08:02:07.521103,61.79,1,2025-05,8,5
T032578,U01405,P00521,4,2025-05-10 08:15:49.521103,349.04,1,2025-05,8,5
T017920,U02527,P00184,4,2025-05-10 08:24:21.521103,325.28,1,2025-05,8,5
T028853,U04003,P00187,4,2025-05-10 08:28:35.521103,13.52,2,2025-05,8,5
T035580,U00287,P00998,5,2025-05-10 08:29:26.521103,148.91,4,2025-05,8,5
T035833,U04441,P00874,5,2025-05-10 08:33:33.521103,246.54,3,2025-05,8,5
T039896,U01169,P00090,4,2025-05-10 08:57:28.521103,447.7,4,2025-05,8,5
T035662,U02302,P00676,4,2025-05-10 09:05:12.521103,330.55,4,2025-05,9,5
T024125,U03520,P00801,5,2025-05-10 09:09:15.521103,466.58,1,2025-05,9,5
T027724,U04023,P00325,5,2025-05-10 09:14:25.521103,341.66,4,2025-05,9,5
T045513,U03306,P00686,4,2025-05-10 09:23:19.521103,192.59,2,2025-05,9,5
T044188,U01956,P00239,4,2025-05-10 09:42:44.521103,145.96,2,2025-05,9,5
T040356,U04938,P00620,5,2025-05-10 09:53:14.521103,446.07,2,2025-05,9,5
T028896,U03147,P00830,5,2025-05-10 10:01:25.521103,25.13,1,2025-05,10,5
T003303,U03672,P00783,4,2025-05-10 10:12:07.521103,377.52,2,2025-05,10,5
T026776,U04742,P00186,4,2025-05-10 10:34:07.521103,61.1,4,2025-05,10,5
T030986,U04365,P00175,4,2025-05-10 10:34:25.521103,89.41,3,2025-05,10,5
T022408,U02011,P00706,4,2025-05-10 10:45:35.521103,48.71,4,2025-05,10,5
T012034,U03191,P00389,4,2025-05-10 11:06:40.521103,343.84,1,2025-05,11,5
T031088,U00587,P00516,5,2025-05-10 11:13:30.521103,485.74,2,2025-05,11,5
T034532,U04600,P00231,5,2025-05-10 11:46:47.521103,153.52,3,2025-05,11,5
T020113,U02831,P00876,3,2025-05-10 12:07:13.521103,399.52,2,2025-05,12,5
T028756,U00154,P00234,3,2025-05-10 12:16:49.521103,441.66,1,2025-05,12,5
T017819,U01460,P00640,5,2025-05-10 12:18:22.521103,484.63,3,2025-05,12,5
T016042,U04446,P00334,4,2025-05-10 13:02:46.521103,32.83,3,2025-05,13,5
T040062,U00998,P00392,4,2025-05-10 13:07:21.521103,337.3,1,2025-05,13,5
T014171,U03187,P00155,5,2025-05-10 13:10:36.521103,294.27,3,2025-05,13,5
T032825,U02675,P00497,3,2025-05-10 13:15:23.521103,167.07,1,2025-05,13,5
T049822,U03119,P00366,5,2025-05-10 13:28:13.521103,182.67,2,2025-05,13,5
T002725,U04915,P00605,5,2025-05-10 13:55:06.521103,459.7,2,2025-05,13,5
T004110,U03732,P00849,5,2025-05-10 14:08:09.521103,334.87,2,2025-05,14,5
T029943,U04276,P00992,4,2025-05-10 14:10:38.521103,232.23,2,2025-05,14,5
T018548,U03012,P00323,4,2025-05-10 14:13:24.521103,179.46,2,2025-05,14,5
T012885,U03052,P00932,3,2025-05-10 14:14:00.521103,31.26,1,2025-05,14,5
T049247,U04453,P00203,3,2025-05-10 14:16:27.521103,228.4,4,2025-05,14,5
T014024,U04595,P00355,3,2025-05-10 14:28:17.521103,476.14,4,2025-05,14,5
T039682,U04501,P00824,5,2025-05-10 14:43:56.521103,484.09,4,2025-05,14,5
T032449,U03393,P00391,5,2025-05-10 14:56:30.521103,320.96,1,2025-05,14,5
T045883,U00877,P00557,4,2025-05-10 15:25:57.521103,373.75,4,2025-05,15,5
T026562,U01088,P00816,4,2025-05-10 15:27:02.521103,22.88,1,2025-05,15,5
T044151,U03558,P00867,5,2025-05-10 15:58:16.521103,77.24,2,2025-05,15,5
T042450,U01793,P00032,4,2025-05-10 16:16:32.521103,284.05,2,2025-05,16,5
T004252,U00096,P00010,1,2025-05-10 16:34:25.521103,232.88,2,2025-05,16,5
T013346,U03924,P00015,5,2025-05-10 16:47:06.521103,15.01,1,2025-05,16,5
T022733,U03534,P00648,3,2025-05-10 16:49:24.521103,402.32,1,2025-05,16,5
T020697,U03399,P00145,5,2025-05-10 17:01:32.521103,311.4,2,2025-05,17,5
T030415,U02808,P00773,4,2025-05-10 17:14:21.521103,376.58,4,2025-05,17,5
T009697,U03687,P00041,5,2025-05-10 17:15:34.521103,442.14,3,2025-05,17,5
T046215,U02815,P00723,4,2025-05-10 17:15:39.521103,419.97,1,2025-05,17,5
T047365,U04268,P00631,3,2025-05-10 17:21:58.521103,356.86,3,2025-05,17,5
T044785,U00017,P00644,3,2025-05-10 17:24:14.521103,95.62,1,2025-05,17,5
T044828,U01099,P00686,5,2025-05-10 17:26:32.521103,387.56,1,2025-05,17,5
T028162,U04164,P00064,3,2025-05-10 17:30:40.521103,417.33,4,2025-05,17,5
T049877,U04067,P00944,5,2025-05-10 17:30:56.521103,67.63,3,2025-05,17,5
T016212,U00626,P00931,5,2025-05-10 17:37:09.521103,307.06,3,2025-05,17,5
T035711,U03649,P00988,4,2025-05-10 18:01:55.521103,295.85,3,2025-05,18,5
T024620,U00768,P00863,5,2025-05-10 18:07:10.521103,269.12,2,2025-05,18,5
T041750,U00507,P00856,5,2025-05-10 18:08:10.521103,489.68,3,2025-05,18,5
T031232,U03602,P00371,4,2025-05-10 18:10:44.521103,25.76,4,2025-05,18,5
T045282,U04327,P00872,3,2025-05-10 18:28:07.521103,92.79,4,2025-05,18,5
T039056,U00172,P00286,1,2025-05-10 18:30:16.521103,282.94,1,2025-05,18,5
T004226,U03969,P00124,5,2025-05-10 18:35:14.521103,448.47,1,2025-05,18,5
T035905,U02407,P00278,4,2025-05-10 19:11:46.521103,488.52,4,2025-05,19,5
T021218,U01081,P00985,5,2025-05-10 19:26:12.521103,45.97,1,2025-05,19,5
T016392,U01009,P00203,4,2025-05-10 19:33:02.521103,416.92,2,2025-05,19,5
T009968,U03710,P00121,3,2025-05-10 19:36:17.521103,5.85,2,2025-05,19,5
T012881,U01324,P00023,5,2025-05-10 19:41:54.521103,235.67,1,2025-05,19,5
T006999,U04917,P00218,5,2025-05-10 19:52:21.521103,227.57,1,2025-05,19,5
T038715,U00602,P00288,5,2025-05-10 19:54:05.521103,224.42,4,2025-05,19,5
T036182,U04301,P00664,4,2025-05-10 20:14:21.521103,239.32,1,2025-05,20,5
T040181,U03989,P00254,4,2025-05-10 20:25:45.521103,416.31,3,2025-05,20,5
T035925,U04100,P00704,5,2025-05-10 20:40:17.521103,124.44,4,2025-05,20,5
T036262,U00570,P00863,5,2025-05-10 20:48:16.521103,344.2,3,2025-05,20,5
T009549,U04179,P00428,5,2025-05-10 20:54:07.521103,410.34,4,2025-05,20,5
T011174,U02828,P00312,4,2025-05-10 21:08:13.521103,166.89,1,2025-05,21,5
T004236,U04731,P00122,2,2025-05-10 21:08:57.521103,390.45,2,2025-05,21,5
T038704,U01352,P00677,5,2025-05-10 21:40:50.521103,396.76,4,2025-05,21,5
T008385,U04432,P00879,4,2025-05-10 22:09:41.521103,471.48,2,2025-05,22,5
T018191,U04376,P00133,5,2025-05-10 22:20:32.521103,243.23,2,2025-05,22,5
T032763,U02503,P00731,4,2025-05-10 22:22:52.521103,253.43,2,2025-05,22,5
T029502,U01017,P00998,5,2025-05-10 22:28:12.521103,218.34,2,2025-05,22,5
T009812,U04526,P00684,5,2025-05-10 22:29:09.521103,294.46,4,2025-05,22,5
T015749,U02813,P00526,3,2025-05-10 22:47:08.521103,106.22,1,2025-05,22,5
T042038,U01365,P00541,3,2025-05-10 22:47:32.521103,345.81,4,2025-05,22,5
T013599,U03527,P00097,5,2025-05-10 22:51:56.521103,394.17,1,2025-05,22,5
T045275,U03680,P00144,3,2025-05-10 23:11:40.521103,187.31,1,2025-05,23,5
T034901,U04266,P00134,3,2025-05-10 23:21:04.521103,492.83,3,2025-05,23,5
T039801,U02902,P00938,5,2025-05-10 23:51:11.521103,159.54,2,2025-05,23,5
T035274,U01466,P00842,3,2025-05-11 00:42:10.521103,23.66,2,2025-05,0,6
T021872,U02383,P00169,5,2025-05-11 00:48:07.521103,19.22,4,2025-05,0,6
T020875,U03469,P00327,1,2025-05-11 00:55:06.521103,322.82,1,2025-05,0,6
T033847,U04162,P00001,5,2025-05-11 01:11:42.521103,256.22,1,2025-05,1,6
T041701,U02781,P00257,5,2025-05-11 01:16:13.521103,69.32,1,2025-05,1,6
T001744,U04859,P00498,5,2025-05-11 01:26:45.521103,482.03,4,2025-05,1,6
T004781,U03679,P00116,4,2025-05-11 01:31:57.521103,362.24,2,2025-05,1,6
T003714,U03729,P00383,5,2025-05-11 01:46:24.521103,367.61,2,2025-05,1,6
T018599,U02620,P00360,4,2025-05-11 01:50:44.521103,244.09,1,2025-05,1,6
T028527,U04812,P00252,4,2025-05-11 02:01:54.521103,237.79,3,2025-05,2,6
T033214,U03125,P00600,3,2025-05-11 02:12:58.521103,149.07,3,2025-05,2,6
T016744,U03142,P00637,5,2025-05-11 02:16:30.521103,159.94,4,2025-05,2,6
T013755,U04503,P00536,5,2025-05-11 02:27:59.521103,432.24,2,2025-05,2,6
T030411,U03740,P00167,2,2025-05-11 02:36:07.521103,106.28,2,2025-05,2,6
T043051,U01231,P00893,5,2025-05-11 02:46:23.521103,446.66,1,2025-05,2,6
T035191,U04787,P00500,5,2025-05-11 02:57:08.521103,409.99,3,2025-05,2,6
T025257,U02535,P00233,4,2025-05-11 03:29:15.521103,128.52,4,2025-05,3,6
